label,n_interests,n_projects,interests,subj_1_name,subj_1_score,subj_2_name,subj_2_score,subj_3_name,subj_3_score,subj_4_name,subj_4_score,subj_5_name,subj_5_score,project_skills
EAM,1,4,Mobile & IoT Development,Database Management Systems,60.3,Python,43.3,Computer Networks,39.7,IoT,37.1,Java,34.5,audit|solar|monitoring|power|iot|sensor|security|efficiency|hvac|renewable
EAM,1,4,Mobile & IoT Development,Microcontroller & Embedded Systems,84.9,Engineering Mathematics-IV,81.7,IoT,80.2,Digital Logic & Design,76.5,Engineering Mathematics-III,75.9,audit|solar|monitoring|power|iot|sensor|efficiency|hvac|renewable|energy
CSL,1,1,Network & Wireless Systems,Computer Networks,80.5,Operating Systems,61.8,Python,58.9,Cryptography & Network Security,55.8,Database Management Systems,54.2,authentication|forensics|security
RE,1,3,Network & Wireless Systems,Engineering Mathematics-III,59.3,Engineering Mathematics-IV,52.8,C++,45.6,Operating Systems,43.8,Cryptography & Network Security,42.0,supply chain|fault tree|statistics|quality|fmea|testing|probability|reliability
EAM,1,1,Mobile & IoT Development,Database Management Systems,97.2,IoT,91.7,Engineering Mathematics-III,89.8,Microcontroller & Embedded Systems,79.1,Software Engineering,76.8,efficiency|monitoring
EAM,2,0,Mobile & IoT Development|Cloud & Distributed Systems,IoT,67.4,Computer Networks,66.9,Engineering Mathematics-IV,58.5,Python,53.4,Operating Systems,50.4,
EAM,1,4,Mobile & IoT Development,Data Structures and Algorithms,81.2,Full Stack Development,77.0,IoT,75.0,Design & Analysis of Algorithms,71.7,Automata Theory,69.7,audit|solar|monitoring|iot|sensor|hvac|renewable|energy
RE,1,3,Network & Wireless Systems,Software Engineering,50.1,Python,41.2,Full Stack Development,36.8,Data Structures and Algorithms,34.1,Operating Systems,34.1,weibull|supply chain|fault tree|statistics|quality|simulation|risk|reliability
EAM,2,1,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,73.1,Design & Analysis of Algorithms,62.6,C++,61.9,Computer Networks,56.6,Engineering Mathematics-III,54.7,audit|solar|power|iot|sensor|energy
DBM,3,4,Data Science & Analytics|Web Development|Mobile & IoT Development,Digital Logic & Design,50.0,Full Stack Development,28.6,Software Engineering,16.3,Engineering Mathematics-IV,15.4,Python,14.6,kpi|ecommerce|dashboard|security|crm|analytics|react|seo|web
DBM,2,2,Web Development|Cloud & Distributed Systems,Engineering Mathematics-IV,79.9,Java,76.8,Full Stack Development,74.7,IoT,73.7,Cryptography & Network Security,71.8,kpi|ecommerce|digital marketing|dashboard|agile|analytics|react|inventory|seo|web
RE,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Digital Logic & Design,64.3,Database Management Systems,62.4,Full Stack Development,46.7,Cryptography & Network Security,44.08199206151198,Software Engineering,43.9,weibull|fault tree|statistics|quality|fmea|testing|inventory|probability|risk|reliability
DBM,1,4,Web Development,Operating Systems,59.5,Java,58.7,Full Stack Development,57.0,Software Engineering,55.5,Database Management Systems,52.8,kpi|ecommerce|scheduling|dashboard|agile|crm|analytics|react|seo|web
CSL,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Cryptography & Network Security,88.1,Software Engineering,81.5,Java,72.3,C++,71.9,Full Stack Development,71.5,forensics|security|firewall
CSL,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Digital Logic & Design,81.5,Operating Systems,80.8,Java,79.0,Automata Theory,73.3,Cryptography & Network Security,72.2,audit|authentication|security|cyber|network security|forensics|encryption
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Microcontroller & Embedded Systems,85.8,Java,66.9,Artificial Intelligence,65.9,Engineering Mathematics-III,63.7,Automata Theory,59.5,simplex|simulation|linear programming|queuing|optimization|scipy
OR,1,0,Data Science & Analytics,Database Management Systems,49.8,Cryptography & Network Security,47.2,Engineering Mathematics-IV,47.1,Software Engineering,46.4,Microcontroller & Embedded Systems,46.1,
DBM,4,1,Web Development|Data Science & Analytics|Cloud & Distributed Systems|Mobile & IoT Development,Cryptography & Network Security,74.6,Software Engineering,62.4,C++,58.2,Computer Networks,57.7,Design & Analysis of Algorithms,56.3,dashboard|testing|ecommerce|analytics
CSL,2,2,Network & Wireless Systems|Web Development,Engineering Mathematics-IV,100.0,Digital Logic & Design,95.3,Computer Networks,88.5,Cryptography & Network Security,84.3,Operating Systems,82.4,vulnerability|authentication|firewall|network security
OR,2,4,Data Science & Analytics|Web Development,Database Management Systems,70.7,Engineering Mathematics-IV,69.7,Cryptography & Network Security,67.0,Automata Theory,66.7,Engineering Mathematics-III,65.8,supply chain|scheduling|linear programming|simulation|queuing|inventory|probability|optimization|scipy
DBM,3,1,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Full Stack Development,91.7,Computer Networks,83.8,Automata Theory,83.4,Database Management Systems,82.8,Artificial Intelligence,75.1,kpi|dashboard|agile|crm|seo|web
RE,1,4,Network & Wireless Systems,Engineering Mathematics-III,82.9987699490819,Java,80.9,C++,79.7,Engineering Mathematics-IV,76.3607870310038,Digital Logic & Design,76.1,weibull|kpi|fault tree|statistics|quality|simulation|testing|fmea|probability|risk
CSL,1,2,Network & Wireless Systems,Operating Systems,86.3,Microcontroller & Embedded Systems,84.8,Full Stack Development,83.3,Design & Analysis of Algorithms,79.3,Python,78.6,phishing|security|cyber|forensics|encryption
DBM,3,1,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Full Stack Development,88.6,Operating Systems,80.4,Automata Theory,80.1,Data Structures and Algorithms,79.3,Python,74.5,web|ecommerce|react
OR,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,C++,44.8,Java,44.6,Automata Theory,44.0,Engineering Mathematics-IV,43.26448653676404,Database Management Systems,41.6,supply chain|simulation|queuing|optimization
DBM,1,1,Data Science & Analytics,Python,61.3,Database Management Systems,53.6,IoT,41.5,Data Structures and Algorithms,40.7,Artificial Intelligence,31.3,web|agile|analytics|digital marketing
DBM,1,2,Web Development,Software Engineering,89.6,Database Management Systems,87.0,Operating Systems,78.5,Computer Networks,75.4,IoT,74.4,kpi|ecommerce|iot|dashboard|agile|crm|react|web
CSL,1,0,Network & Wireless Systems,Cryptography & Network Security,66.5,Python,42.1,Artificial Intelligence,36.1,Java,35.5,Operating Systems,34.9,
DBM,1,1,Data Science & Analytics,Automata Theory,51.7,Database Management Systems,46.0,Full Stack Development,42.2,Engineering Mathematics-IV,41.6,Software Engineering,35.5,kpi|digital marketing|agile|crm|react
CSL,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Cryptography & Network Security,88.4,C++,73.1,Design & Analysis of Algorithms,73.1,Digital Logic & Design,69.0,Full Stack Development,68.1,authentication|phishing|security|cyber|network security
CSL,1,2,Network & Wireless Systems,Engineering Mathematics-IV,100.0,Operating Systems,100.0,Computer Networks,100.0,Automata Theory,100.0,Cryptography & Network Security,99.7,security|efficiency|cyber|network security|forensics
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,Cryptography & Network Security,62.1,Python,50.0,IoT,46.3,Microcontroller & Embedded Systems,44.8,Design & Analysis of Algorithms,44.4,renewable|efficiency|monitoring|hvac
OR,1,2,Data Science & Analytics,Automata Theory,78.5,Engineering Mathematics-III,77.75952969510742,Design & Analysis of Algorithms,76.6,Python,69.4,Java,68.8,supply chain|simulation|queuing|optimization
RE,1,3,Network & Wireless Systems,C++,84.4,Engineering Mathematics-III,81.9,Engineering Mathematics-IV,72.4,Data Structures and Algorithms,71.9,Digital Logic & Design,71.4,weibull|fault tree|statistics|quality|dashboard|simulation|fmea|probability|risk|reliability
RE,1,2,Network & Wireless Systems,IoT,63.6,C++,54.5,Engineering Mathematics-IV,54.2,Microcontroller & Embedded Systems,53.8,Engineering Mathematics-III,53.2,statistics|simulation|testing|probability|risk
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,Operating Systems,83.6,IoT,82.3,Digital Logic & Design,77.0,C++,75.4,Engineering Mathematics-III,74.9,kpi|power|iot|efficiency|renewable|network security|energy
RE,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Cryptography & Network Security,88.6675949923486,Artificial Intelligence,87.5,Engineering Mathematics-IV,84.8,Software Engineering,83.7,Database Management Systems,81.6,statistics|weibull|fault tree
DBM,2,0,Web Development|Data Science & Analytics,Database Management Systems,58.2,Full Stack Development,52.8,Cryptography & Network Security,45.5,Artificial Intelligence,42.2,Design & Analysis of Algorithms,39.4,
OR,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Design & Analysis of Algorithms,69.8,Microcontroller & Embedded Systems,68.1,Java,65.9,Data Structures and Algorithms,63.7,Engineering Mathematics-III,56.2,supply chain|simplex|linear programming|simulation|queuing|inventory|optimization|scipy
DBM,3,2,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Engineering Mathematics-IV,82.03918515403376,Database Management Systems,80.6,IoT,71.4,Full Stack Development,68.4,Design & Analysis of Algorithms,64.9,kpi|ecommerce|quality|dashboard|agile|crm|seo|web
EAM,1,4,Mobile & IoT Development,Engineering Mathematics-IV,57.6,Software Engineering,54.6,Data Structures and Algorithms,54.3,Design & Analysis of Algorithms,53.3,Engineering Mathematics-III,51.8,solar|monitoring|power|sensor|iot|efficiency|hvac|renewable|energy
RE,1,4,Network & Wireless Systems,Engineering Mathematics-IV,91.7,Computer Networks,77.9,Automata Theory,77.7,Software Engineering,73.7,Database Management Systems,73.6,weibull|fault tree|monitoring|statistics|quality|simulation|testing|fmea|probability|reliability
DBM,3,1,Data Science & Analytics|Cloud & Distributed Systems|Mobile & IoT Development,Operating Systems,78.8,Artificial Intelligence,77.3,Python,76.3,Cryptography & Network Security,76.0,C++,75.9,dashboard|ecommerce|digital marketing
OR,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-IV,66.1,Digital Logic & Design,62.8,Full Stack Development,60.4,Data Structures and Algorithms,60.2,Microcontroller & Embedded Systems,59.3,supply chain|linear programming|queuing|optimization|inventory|scipy|forensics
DBM,2,3,Data Science & Analytics|Cloud & Distributed Systems,Computer Networks,46.7,Artificial Intelligence,40.7,Cryptography & Network Security,40.4,Python,40.0,Full Stack Development,35.7,kpi|ecommerce|energy|agile|crm|analytics|seo|web
DBM,2,3,Data Science & Analytics|Web Development,C++,47.9,Engineering Mathematics-III,42.5,Java,41.0,IoT,35.3,Python,34.4,ecommerce|digital marketing|probability|dashboard|agile|crm|analytics|react|seo|web
EAM,1,3,Mobile & IoT Development,Database Management Systems,100.0,Microcontroller & Embedded Systems,100.0,Python,100.0,Java,100.0,Design & Analysis of Algorithms,100.0,audit|solar|monitoring|power|sensor|efficiency|hvac|renewable|crm|energy
RE,1,3,Network & Wireless Systems,Automata Theory,60.7,Engineering Mathematics-III,59.6,Engineering Mathematics-IV,56.4,IoT,49.2,Artificial Intelligence,48.6,weibull|kpi|fault tree|statistics|quality|simulation|fmea|testing|probability|risk
EAM,2,1,Mobile & IoT Development|Cloud & Distributed Systems,Database Management Systems,98.9387372543376,Engineering Mathematics-III,91.0,Software Engineering,79.58729686934839,Microcontroller & Embedded Systems,73.1,C++,68.6,iot|power
CSL,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Operating Systems,70.1,Engineering Mathematics-IV,59.8,Engineering Mathematics-III,59.3,Database Management Systems,54.5,Java,52.2,vulnerability|phishing|security|firewall|forensics
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,76.9,Data Structures and Algorithms,64.9,Python,64.4,Design & Analysis of Algorithms,61.3,Java,55.1,simplex|linear programming|simulation|queuing|optimization|inventory|scipy
CSL,1,3,Network & Wireless Systems,Data Structures and Algorithms,85.1,Java,84.9,Computer Networks,77.7,Automata Theory,77.0,Operating Systems,76.7,vulnerability|scheduling|probability|phishing|security|hvac|firewall|network security|forensics|encryption
EAM,2,3,Mobile & IoT Development|Cloud & Distributed Systems,Software Engineering,64.2,Java,58.1,Data Structures and Algorithms,53.5,Python,49.9,Engineering Mathematics-III,49.7,weibull|audit|solar|monitoring|power|sensor|efficiency|hvac|energy
OR,1,3,Data Science & Analytics,Java,64.6,Database Management Systems,61.6,Design & Analysis of Algorithms,59.4,Engineering Mathematics-IV,58.6,Computer Networks,54.4,supply chain|simplex|scheduling|linear programming|queuing|optimization|inventory|firewall
OR,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Software Engineering,79.34659639452119,Operating Systems,67.1,Design & Analysis of Algorithms,59.5,Engineering Mathematics-IV,57.0,Data Structures and Algorithms,56.6,simplex|scheduling|simulation|linear programming|cyber|queuing|scipy
DBM,2,3,Data Science & Analytics|Web Development,Engineering Mathematics-III,66.101588534539,Software Engineering,59.1,Full Stack Development,53.4,Database Management Systems,50.9,Engineering Mathematics-IV,50.05128785024074,vulnerability|kpi|ecommerce|digital marketing|dashboard|agile|crm|analytics|react|seo
CSL,1,3,Network & Wireless Systems,Computer Networks,63.0,Operating Systems,54.4,Cryptography & Network Security,53.3,IoT,43.5,Digital Logic & Design,42.8,vulnerability|authentication|phishing|security|cyber|firewall|network security|analytics|forensics|encryption
EAM,1,2,Mobile & IoT Development,Engineering Mathematics-IV,85.2,IoT,84.9,Software Engineering,84.4,C++,82.2,Digital Logic & Design,80.8,audit|monitoring|iot|efficiency|hvac|renewable
OR,2,3,Data Science & Analytics|Web Development,Design & Analysis of Algorithms,93.6,Data Structures and Algorithms,90.3,Artificial Intelligence,89.3,Java,88.8,Engineering Mathematics-IV,88.7,simplex|supply chain|ecommerce|scheduling|linear programming|queuing|optimization|inventory|scipy
CSL,1,1,Network & Wireless Systems,Cryptography & Network Security,67.7,Engineering Mathematics-III,67.4,Computer Networks,65.2,Microcontroller & Embedded Systems,54.0,Automata Theory,51.4,authentication|phishing|cyber|firewall|network security|forensics
RE,1,2,Network & Wireless Systems,Engineering Mathematics-IV,72.2,Operating Systems,72.1,Artificial Intelligence,71.9,Python,70.6,Software Engineering,70.30441969601151,weibull|fault tree|dashboard|probability|risk
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Operating Systems,66.9,Computer Networks,66.6,Engineering Mathematics-III,64.5,Artificial Intelligence,63.7,Cryptography & Network Security,60.6,supply chain|scheduling|linear programming|simulation|queuing|optimization|scipy
CSL,1,1,Network & Wireless Systems,Automata Theory,85.4,Cryptography & Network Security,82.8,Microcontroller & Embedded Systems,77.8,Operating Systems,73.0,Engineering Mathematics-III,72.08928436570967,authentication|phishing|firewall|network security
EAM,2,1,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,83.5,Engineering Mathematics-IV,78.3,C++,74.2,Computer Networks,66.6,IoT,66.4,sensor|audit|energy|power
